Fecha,Codigo Local,Tipo Venta,Codigo Division,Nombre Division,Codigo Area,Nombre Area,Venta Neta,Venta Neta DA,Venta Neta FA,Venta Unidad,Venta Unidad DA,Venta Unidad FA
2026-06-01 00:00:00,P106,Delivery,D3,NON FOOD,A13,BAZAR,0.00,5.17,34.35,0.00,1.00,2.00
2026-06-01 00:00:00,P108,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,54.38,80.71,0.00,8.00,11.00
2026-06-01 00:00:00,P108,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,39.35,86.94,0.00,3.00,6.00
2026-06-01 00:00:00,P108,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,21.95,0.00,0.00,1.00,0.00
2026-06-01 00:00:00,P108,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,0.00,23.68,93.51,0.00,2.00,9.00
2026-06-01 00:00:00,P108,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,3.10,0.65,0.00,3.00,0.39
2026-06-01 00:00:00,P108,Delivery,D2,FRESCOS,A07,CARNES,0.00,0.00,5.05,0.00,0.00,1.00
2026-06-01 00:00:00,P109,Delivery,D1,ABARROTES,A01,COMESTIBLES,214.15,247.86,376.85,26.00,35.00,54.00
2026-06-01 00:00:00,P109,Delivery,D1,ABARROTES,A02,BEBIDAS,28.21,58.35,240.78,2.00,16.00,23.00
2026-06-01 00:00:00,P109,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,84.91,205.39,158.98,6.00,12.00,9.00
2026-06-01 00:00:00,P109,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,122.87,448.89,742.35,10.00,37.00,62.00
2026-06-01 00:00:00,P109,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,42.30,156.49,189.33,3.29,14.00,15.58
2026-06-01 00:00:00,P109,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,93.06,329.67,399.26,26.58,75.91,90.37
2026-06-01 00:00:00,P109,Delivery,D2,FRESCOS,A07,CARNES,0.00,229.13,99.74,0.00,12.49,8.04
2026-06-01 00:00:00,P109,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,10.00,0.00,59.07,2.00,0.00,6.00
2026-06-01 00:00:00,P109,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,6.74,24.74,39.70,1.60,2.75,11.22
2026-06-01 00:00:00,P109,Delivery,D3,NON FOOD,A13,BAZAR,0.00,23.99,45.67,0.00,3.00,2.00
2026-06-01 00:00:00,P227,Delivery,D1,ABARROTES,A01,COMESTIBLES,2.12,152.46,189.60,1.00,21.00,32.00
2026-06-01 00:00:00,P227,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,46.35,81.75,0.00,5.00,14.00
2026-06-01 00:00:00,P227,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,98.64,64.51,0.00,6.00,4.00
2026-06-01 00:00:00,P227,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,65.60,184.83,221.25,7.00,16.00,21.00
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,47.46,21.69,32.46,4.00,3.00,3.00
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,41.09,145.10,62.47,7.56,32.37,6.80
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A07,CARNES,13.71,126.51,45.93,1.00,9.47,3.09
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,23.00,0.00,0.00,1.00,0.00
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,8.14,22.80,0.00,1.00,1.00
2026-06-01 00:00:00,P227,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,0.00,13.06,0.00,0.00,2.75
2026-06-01 00:00:00,P227,Delivery,D3,NON FOOD,A13,BAZAR,0.00,16.19,0.00,0.00,1.00,0.00
2026-06-01 00:00:00,P465,Delivery,D1,ABARROTES,A01,COMESTIBLES,58.61,71.66,80.01,7.00,13.00,10.00
2026-06-01 00:00:00,P465,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,94.63,226.66,0.00,12.00,17.00
2026-06-01 00:00:00,P465,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,116.43,149.10,0.00,10.00,12.00
2026-06-01 00:00:00,P465,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,81.52,65.37,390.22,5.00,8.00,27.00
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,6.77,82.47,0.00,1.00,7.32
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,18.64,87.57,210.47,4.10,23.33,45.76
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A07,CARNES,0.00,116.88,138.38,0.00,10.15,9.62
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,0.00,40.80,0.00,0.00,2.00
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,0.00,84.24,0.00,0.00,5.00
2026-06-01 00:00:00,P465,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,30.03,15.36,0.00,5.60,2.05
2026-06-01 00:00:00,P465,Delivery,D3,NON FOOD,A13,BAZAR,0.00,14.89,53.72,0.00,1.00,4.00
2026-06-02 00:00:00,1199,Delivery,D1,ABARROTES,A01,COMESTIBLES,56.62,105.83,96.37,6.00,10.00,10.00
2026-06-02 00:00:00,1199,Delivery,D1,ABARROTES,A02,BEBIDAS,7.71,6.03,63.47,1.00,1.00,6.00
2026-06-02 00:00:00,1199,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,69.15,126.68,48.65,4.00,9.00,4.00
2026-06-02 00:00:00,1199,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,14.83,82.18,109.39,1.00,6.00,10.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,0.00,12.63,0.00,0.00,1.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,11.80,6.56,16.88,1.00,2.00,5.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A07,CARNES,25.69,58.79,34.83,1.65,4.49,4.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,27.54,0.00,0.00,1.00,0.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,14.75,0.00,0.00,2.00,0.00
2026-06-02 00:00:00,1199,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,0.00,8.48,0.00,0.00,2.00
2026-06-02 00:00:00,1199,Delivery,D3,NON FOOD,A13,BAZAR,0.00,0.00,12.63,0.00,0.00,1.00
2026-06-02 00:00:00,P010,Delivery,D1,ABARROTES,A01,COMESTIBLES,86.09,265.84,385.05,10.00,29.00,58.00
2026-06-02 00:00:00,P010,Delivery,D1,ABARROTES,A02,BEBIDAS,158.46,97.21,94.10,12.00,10.00,17.00
2026-06-02 00:00:00,P010,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,86.17,272.72,147.83,8.00,16.00,12.00
2026-06-02 00:00:00,P010,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,102.89,303.85,455.14,8.00,25.00,36.00
2026-06-02 00:00:00,P010,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,32.20,82.75,122.69,3.00,8.00,9.89
2026-06-02 00:00:00,P010,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,27.41,235.55,283.70,4.59,54.78,87.26
2026-06-02 00:00:00,P010,Delivery,D2,FRESCOS,A07,CARNES,113.79,228.78,297.88,3.96,15.92,22.66
2026-06-02 00:00:00,P010,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,32.36,33.22,0.00,2.00,4.00
2026-06-02 00:00:00,P010,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,30.33,17.87,44.31,3.40,2.87,6.47
2026-06-02 00:00:00,P010,Delivery,D3,NON FOOD,A13,BAZAR,34.91,21.10,13.98,2.00,1.00,1.00
2026-06-02 00:00:00,P048,Delivery,D1,ABARROTES,A01,COMESTIBLES,19.40,111.47,227.68,4.00,23.00,43.00
2026-06-02 00:00:00,P048,Delivery,D1,ABARROTES,A02,BEBIDAS,6.10,49.91,145.25,4.00,5.00,10.00
2026-06-02 00:00:00,P048,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,48.64,55.65,0.00,2.00,6.00
2026-06-02 00:00:00,P048,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,50.77,172.00,311.39,14.00,14.00,29.00
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,24.74,66.70,0.00,4.00,7.00
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,30.96,25.19,138.92,5.84,12.00,50.62
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A07,CARNES,79.93,42.29,203.06,3.86,1.96,17.68
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,80.70,0.00,0.00,3.00,0.00,0.00
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,15.00,7.14,0.00,3.00,1.00,0.00
2026-06-02 00:00:00,P048,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,11.01,4.24,7.28,1.43,1.00,2.00
2026-06-02 00:00:00,P048,Delivery,D3,NON FOOD,A13,BAZAR,27.10,0.00,0.00,10.00,0.00,0.00
2026-06-02 00:00:00,P061,Delivery,D1,ABARROTES,A01,COMESTIBLES,44.16,250.69,137.85,4.00,38.00,21.00
2026-06-02 00:00:00,P061,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,74.96,35.25,0.00,16.00,8.00
2026-06-02 00:00:00,P061,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,5.34,146.36,218.16,1.00,9.00,19.00
2026-06-02 00:00:00,P061,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,83.82,186.10,373.35,6.00,17.00,33.00
2026-06-02 00:00:00,P061,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,50.67,66.51,202.62,4.00,9.00,16.31
2026-06-02 00:00:00,P061,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,40.52,122.39,301.49,6.53,27.38,72.29
2026-06-02 00:00:00,P061,Delivery,D2,FRESCOS,A07,CARNES,31.84,473.92,292.88,2.11,30.44,24.24
2026-06-02 00:00:00,P061,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,8.14,5.59,0.00,1.00,1.00
2026-06-02 00:00:00,P061,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,19.46,16.08,6.51,2.37,3.00,1.41
2026-06-02 00:00:00,P061,Delivery,D3,NON FOOD,A13,BAZAR,5.76,174.24,11.69,2.00,8.00,1.00
2026-06-02 00:00:00,P064,Delivery,D1,ABARROTES,A01,COMESTIBLES,24.50,0.00,0.00,1.00,0.00,0.00
2026-06-02 00:00:00,P064,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,11.69,0.00,0.00,1.00,0.00,0.00
2026-06-02 00:00:00,P064,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,17.50,0.00,0.00,1.93,0.00,0.00
2026-06-02 00:00:00,P064,Delivery,D3,NON FOOD,A13,BAZAR,12.63,0.00,0.00,1.00,0.00,0.00
2026-06-02 00:00:00,P068,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,18.24,123.68,0.00,4.00,29.00
2026-06-02 00:00:00,P068,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,111.86,50.09,0.00,7.00,4.00
2026-06-02 00:00:00,P068,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,0.00,87.20,62.63,0.00,7.00,5.00
2026-06-02 00:00:00,P068,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,0.00,69.06,349.85,0.00,9.00,28.00
2026-06-02 00:00:00,P068,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,0.00,35.08,42.43,0.00,4.00,3.25
2026-06-02 00:00:00,P068,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,42.86,156.58,0.00,12.35,41.41
2026-06-02 00:00:00,P068,Delivery,D2,FRESCOS,A07,CARNES,0.00,182.87,143.10,0.00,15.83,11.68
2026-06-02 00:00:00,P068,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,0.00,5.27,0.00,0.00,1.00
2026-06-02 00:00:00,P068,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,16.93,8.21,0.00,2.74,1.52
2026-06-02 00:00:00,P106,Delivery,D1,ABARROTES,A01,COMESTIBLES,47.87,190.54,248.10,11.00,26.00,42.00
2026-06-02 00:00:00,P106,Delivery,D1,ABARROTES,A02,BEBIDAS,21.26,32.57,19.58,2.00,5.00,3.00
2026-06-02 00:00:00,P106,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,3.03,158.66,106.15,1.00,7.00,9.00
2026-06-02 00:00:00,P106,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,27.07,251.49,399.80,2.00,20.00,33.00
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,13.73,158.20,113.45,2.00,16.22,14.40
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,2.30,65.25,205.11,1.00,21.19,35.17
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A07,CARNES,0.00,55.01,222.20,0.00,3.70,11.32
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A08,PESCADOS Y MARISCOS,0.00,0.00,24.10,0.00,0.00,1.00
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,0.00,14.52,0.00,0.00,2.00
2026-06-02 00:00:00,P106,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,0.00,27.56,18.45,0.00,4.26,3.82
2026-06-02 00:00:00,P106,Delivery,D3,NON FOOD,A13,BAZAR,0.00,54.83,5.17,0.00,7.00,1.00
2026-06-02 00:00:00,P108,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,65.29,54.38,0.00,5.00,8.00
2026-06-02 00:00:00,P108,Delivery,D1,ABARROTES,A02,BEBIDAS,0.00,6.27,39.35,0.00,1.00,3.00
2026-06-02 00:00:00,P108,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,35.25,35.26,21.95,2.00,2.00,1.00
2026-06-02 00:00:00,P108,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,56.19,52.88,23.68,5.00,4.00,2.00
2026-06-02 00:00:00,P108,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,0.00,0.00,3.10,0.00,0.00,3.00
2026-06-02 00:00:00,P108,Delivery,D2,FRESCOS,A07,CARNES,0.00,64.86,0.00,0.00,7.14,0.00
2026-06-02 00:00:00,P108,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,39.07,0.00,0.00,2.00,0.00
2026-06-02 00:00:00,P108,Delivery,D3,NON FOOD,A13,BAZAR,0.00,10.17,0.00,0.00,1.00,0.00
2026-06-02 00:00:00,P109,Delivery,D1,ABARROTES,A01,COMESTIBLES,169.82,331.37,247.86,26.00,45.00,35.00
2026-06-02 00:00:00,P109,Delivery,D1,ABARROTES,A02,BEBIDAS,62.60,70.09,58.35,11.00,9.00,16.00
2026-06-02 00:00:00,P109,Delivery,D1,ABARROTES,A03,CUIDADO PERSONAL Y LIMPIEZA,14.32,286.31,205.39,1.00,16.00,12.00
2026-06-02 00:00:00,P109,Delivery,D1,ABARROTES,A04,LACTEOS Y CONGELADOS,232.82,460.12,448.89,14.00,42.00,37.00
2026-06-02 00:00:00,P109,Delivery,D2,FRESCOS,A05,FIAMBRES Y QUESOS,34.49,10.76,156.49,3.00,1.00,14.00
2026-06-02 00:00:00,P109,Delivery,D2,FRESCOS,A06,FRUTAS Y VERDURAS,67.19,167.92,329.67,12.17,33.66,75.91
2026-06-02 00:00:00,P109,Delivery,D2,FRESCOS,A07,CARNES,34.14,186.72,229.13,2.67,9.74,12.49
2026-06-02 00:00:00,P109,Delivery,D2,FRESCOS,A09,COMIDAS PREPARADAS,0.00,92.47,0.00,0.00,7.00,0.00
2026-06-02 00:00:00,P109,Delivery,D2,FRESCOS,A10,PANADERIA Y PASTELERIA,4.75,30.96,24.74,1.00,5.97,2.75
2026-06-02 00:00:00,P109,Delivery,D3,NON FOOD,A13,BAZAR,0.00,10.76,23.99,0.00,1.00,3.00
2026-06-02 00:00:00,P227,Delivery,D1,ABARROTES,A01,COMESTIBLES,0.00,42.44,152.46,0.00,8.00,21.00
2026-06-02 00:00:00,P227,Delivery,D1,ABARROTES,A02,BEBIDAS,41.86,99.07,46.35,1.00,9.00,5.00
